Symbol,Sector,Industry,Company_Name
GUJTHEM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Gujarat Themis Biosyn Limited
GULFOILLUB.NS,Basic Materials,Specialty Chemicals,Gulf Oil Lubricants India Limited
GULPOLY.NS,Basic Materials,Chemicals,Gulshan Polyols Limited
GVKPIL.NS,Utilities,Utilities - Independent Power Producers,GVK Power & Infrastructure Limited
GVPTECH.NS,Technology,Information Technology Services,GVP Infotech Limited
HGINFRA.NS,Industrials,Engineering & Construction,H.G. Infra Engineering Limited
HAPPSTMNDS.NS,Technology,Information Technology Services,Happiest Minds Technologies Limited
HAPPYFORGE.NS,Industrials,Metal Fabrication,HAPPY FORGINGS LIMITED
HARIOMPIPE.NS,Basic Materials,Steel,Hariom Pipe Industries Limited
HARRMALAYA.NS,Consumer Defensive,Farm Products,Harrisons Malayalam Limited
HARSHA.NS,Industrials,Tools & Accessories,Harsha Engineers International Limited
HATHWAY.NS,Communication Services,Entertainment,Hathway Cable and Datacom Limited
HATSUN.NS,Consumer Defensive,Packaged Foods,Hatsun Agro Product Limited
HAVELLS.NS,Industrials,Electrical Equipment & Parts,Havells India Limited
HBSL.NS,Financial Services,Capital Markets,HB Stockholdings Limited
HBLENGINE.NS,Industrials,Electrical Equipment & Parts,HBL ENGINEERING LTD
HCL-INSYS.NS,Technology,Electronics & Computer Distribution,HCL Infosystems Limited
HCLTECH.NS,Technology,Information Technology Services,HCL Technologies Limited
HDFCAMC.NS,Financial Services,Asset Management,HDFC Asset Management Company Limited
HDFCBANK.NS,Financial Services,Banks - Regional,HDFC Bank Limited
HDFCGOLD.NS,Unknown,Unknown,HDFC GOLD ETF
HDFCLIFE.NS,Financial Services,Insurance - Life,HDFC Life Insurance Company Limited
HDFCBSE500.NS,Unknown,Unknown,HDFC BSE 500 ETF
HDFCGROWTH.NS,Unknown,Unknown,HDFC NIFTY Growth Sectors 15 ETF
HDFCLOWVOL.NS,Unknown,Unknown,HDFC NIFTY100 Low Volatility 30 ETF
HDFCMID150.NS,Unknown,Unknown,HDFC NIFTY Midcap 150 ETF
HDFCMOMENT.NS,Unknown,Unknown,HDFC NIFTY200 Momentum 30 ETF
HDFCNEXT50.NS,Unknown,Unknown,HDFC Nifty Next 50 ETF
HDFCNIF100.NS,Unknown,Unknown,HDFC Nifty 100 ETF
HDFCNIFBAN.NS,Unknown,Unknown,HDFC Nifty Bank ETF - Growth
HDFCNIFIT.NS,Unknown,Unknown,HDFC Nifty IT ETF
HDFCNIFTY.NS,Unknown,Unknown,HDFCAMC - HDFCNIFTY
HDFCPVTBAN.NS,Unknown,Unknown,HDFC Nifty Private Bank ETF
HDFCQUAL.NS,Unknown,Unknown,HDFC NIFTY100 Quality 30 ETF
HDFCSENSEX.NS,Unknown,Unknown,HDFC Mutual Fund - HDFC Sensex ETF
HDFCSILVER.NS,Unknown,Unknown,HDFC Silver ETF
HDFCSML250.NS,Unknown,Unknown,HDFC Nifty Smallcap 250 ETF
HDFCVALUE.NS,Unknown,Unknown,HDFC NIFTY50 Value 20 ETF
HDFCPSUBK.NS,Unknown,Unknown,HDFC Nifty PSU Bank ETF
HEADSUP.NS,Consumer Cyclical,Apparel Retail,Heads UP Ventures Limited
HCG.NS,Healthcare,Medical Care Facilities,HealthCare Global Enterprises Limited
HEG.NS,Industrials,Electrical Equipment & Parts,HEG Limited
HEIDELBERG.NS,Basic Materials,Building Materials,HeidelbergCement India Limited
HEMIPROP.NS,Real Estate,Real Estate - Diversified,Hemisphere Properties India Limited
HERANBA.NS,Basic Materials,Agricultural Inputs,Heranba Industries Limited
HERCULES.NS,Industrials,Specialty Industrial Machinery,Hercules Hoists Limited
HERITGFOOD.NS,Consumer Defensive,Packaged Foods,Heritage Foods Limited
HEROMOTOCO.NS,Consumer Cyclical,Auto Manufacturers,Hero MotoCorp Limited
HESTERBIO.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Hester Biosciences Limited
HEUBACHIND.NS,Basic Materials,Specialty Chemicals,Heubach Colorants India Limited
HEXATRADEX.NS,Financial Services,Credit Services,Hexa Tradex Limited
HEXT.NS,Technology,Information Technology Services,Hexaware Technologies Limited
HFCL.NS,Technology,Communication Equipment,HFCL Limited
HITECH.NS,Basic Materials,Steel,Hi-Tech Pipes Limited
HIKAL.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Hikal Limited
HILTON.NS,Industrials,Metal Fabrication,Hilton Metal Forging Limited
HSCL.NS,Basic Materials,Specialty Chemicals,Himadri Speciality Chemical Limited
HIMATSEIDE.NS,Consumer Cyclical,Textile Manufacturing,Himatsingka Seide Limited
HINDNATGLS.NS,Consumer Cyclical,Packaging & Containers,Hindusthan National Glass & Industries Limited
HIRECT.NS,Industrials,Electrical Equipment & Parts,Hind Rectifiers Limited
HINDALCO.NS,Basic Materials,Aluminum,Hindalco Industries Limited
HINDCON.NS,Basic Materials,Specialty Chemicals,Hindcon Chemicals Limited
HPIL.NS,Basic Materials,Specialty Chemicals,Hindprakash Industries Limited
HGS.NS,Industrials,Specialty Business Services,Hinduja Global Solutions Limited
HAL.NS,Industrials,Aerospace & Defense,Hindustan Aeronautics Limited
HINDCOMPOS.NS,Consumer Cyclical,Auto Parts,Hindustan Composites Limited
HCC.NS,Industrials,Engineering & Construction,Hindustan Construction Company Limited
HINDCOPPER.NS,Basic Materials,Copper,Hindustan Copper Limited
HNDFDS.NS,Industrials,Conglomerates,Hindustan Foods Limited
HMVL.NS,Communication Services,Publishing,Hindustan Media Ventures Limited
HINDMOTORS.NS,Consumer Cyclical,Auto Manufacturers,Hindustan Motors Limited
HINDOILEXP.NS,Energy,Oil & Gas E&P,Hindustan Oil Exploration Company Limited
HINDPETRO.NS,Energy,Oil & Gas Refining & Marketing,Hindustan Petroleum Corporation Limited
HINDUNILVR.NS,Consumer Defensive,Household & Personal Products,Hindustan Unilever Limited
HINDZINC.NS,Basic Materials,Other Industrial Metals & Mining,Hindustan Zinc Limited
HINDWAREAP.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Hindware Home Innovation Limited
HISARMETAL.NS,Basic Materials,Steel,Hisar Metal Industries Limited
POWERINDIA.NS,Industrials,Electrical Equipment & Parts,Hitachi Energy India Limited
HITECHCORP.NS,Consumer Cyclical,Packaging & Containers,Hitech Corporation Limited
HLEGLAS.NS,Industrials,Specialty Industrial Machinery,HLE Glascoat Limited
HLVLTD.NS,Consumer Cyclical,Lodging,HLV Limited
HMAAGRO.NS,Consumer Defensive,Packaged Foods,HMA Agro Industries Limited
HMT.NS,Industrials,Farm & Heavy Construction Machinery,HMT Limited
HOMEFIRST.NS,Financial Services,Mortgage Finance,Home First Finance Company India Limited
HONASA.NS,Consumer Defensive,Household & Personal Products,Honasa Consumer Limited
HONDAPOWER.NS,Industrials,Specialty Industrial Machinery,Honda India Power Products Limited
HONAUT.NS,Industrials,Electrical Equipment & Parts,Honeywell Automation India Limited
HDIL.NS,Real Estate,Real Estate - Diversified,Housing Development and Infrastructure Limited
HOVS.NS,Technology,Information Technology Services,HOV Services Limited
HPAL.NS,Basic Materials,Specialty Chemicals,HP Adhesives Limited
HPL.NS,Industrials,Electrical Equipment & Parts,HPL Electric & Power Limited
HUDCO.NS,Financial Services,Credit Services,Housing and Urban Development Corporation Limited
HTMEDIA.NS,Communication Services,Publishing,HT Media Limited
HUBTOWN.NS,Real Estate,Real Estate - Development,Hubtown Limited
HUHTAMAKI.NS,Consumer Cyclical,Packaging & Containers,Huhtamaki India Limited
HYUNDAI.NS,Consumer Cyclical,Auto Manufacturers,HYUNDAI MOTOR INDIA LTD
IGPL.NS,Basic Materials,Chemicals,I G Petrochemicals Limited
ICDSLTD.NS,Real Estate,Real Estate Services,ICDS Limited
ICEMAKE.NS,Industrials,Specialty Industrial Machinery,Ice Make Refrigeration Limited
ICICIBANK.NS,Financial Services,Banks - Regional,ICICI Bank Limited
ICICIGI.NS,Financial Services,Insurance - Diversified,ICICI Lombard General Insurance Company Limited
LOWVOLIETF.NS,Unknown,Unknown,ICICI PR NIF LW VL 30 ETF
ICICIPRULI.NS,Financial Services,Insurance - Life,ICICI Prudential Life Insurance Company Limited
MIDSELIETF.NS,Unknown,Unknown,ICICI PRUD MIDCAP SEL ETF
NIF100IETF.NS,Unknown,Unknown,ICICI PRUD NIFTY 100 ETF
NIFTYIETF.NS,Unknown,Unknown,ICICI Prudential Nifty 50 ETF
SENSEXIETF.NS,Unknown,Unknown,ICICI PRUD SENSEX ETF
GOLDIETF.NS,Unknown,Unknown,ICICI PRUDENTIAL GOLD ETF
NV20IETF.NS,Unknown,Unknown,ICICI PRUDENTIAL NV20 ETF
ICICIB22.NS,Unknown,Unknown,BHARAT 22 ETF
EVIETF.NS,Unknown,Unknown,Icici Prudential Amc Ltd - ICICI Prudential MF - Icici Prudential Nifty Ev & New Age Automotive Etf
GSEC10IETF.NS,Unknown,Unknown,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF
BSE500IETF.NS,Unknown,Unknown,ICICIPRAMC - ICICI500
GSEC5IETF.NS,Unknown,Unknown,ICICI Prudential Nifty 5 Yr Bench G-SEC ETF
ALPL30IETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIALPLV
AUTOIETF.NS,Unknown,Unknown,ICICI Prudential Nifty Auto ETF
PVTBANIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIBANKP
COMMOIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICICOMMO
CONSUMIETF.NS,Unknown,Unknown,ICICI Prudential Nifty India Consumption ETF
FMCGIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIFMCG
INFRAIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIINFRA
LIQUIDIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICILIQ
MIDCAPIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIM150
MOM30IETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIMOM30
NEXT50IETF.NS,Unknown,Unknown,ICICIPRAMC - ICICINXT50
HEALTHIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIPHARM
QUAL30IETF.NS,Unknown,Unknown,ICICIPRAMC - ICICIQTY30
SILVERIETF.NS,Unknown,Unknown,ICICI Prudential Silver ETF
ITIETF.NS,Unknown,Unknown,ICICIPRAMC - ICICITECH
BANKIETF.NS,Unknown,Unknown,ICICIPRAMC - IPRU5008
METALIETF.NS,Unknown,Unknown,ICICI Prudential Nifty Metal ETF
OILIETF.NS,Unknown,Unknown,ICICI Prudential Nifty Oil & Gas ETF
PSUBNKIETF.NS,Unknown,Unknown,ICICIPRAMC - PSUBANKICI
VAL30IETF.NS,Unknown,Unknown,ICICI Prudential Nifty200 Value 30 ETF
FINIETF.NS,Unknown,Unknown,ICICI Prudential Nifty Financial Services Ex-Bank ETF
ICRA.NS,Financial Services,Financial Data & Stock Exchanges,ICRA Limited
IDBI.NS,Financial Services,Banks - Regional,IDBI Bank Limited
IDEAFORGE.NS,Technology,Computer Hardware,ideaForge Technology Limited
IDFCFIRSTB.NS,Financial Services,Banks - Regional,IDFC First Bank Limited
IFBAGRO.NS,Consumer Defensive,Beverages - Wineries & Distilleries,IFB Agro Industries Limited
IFBIND.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",IFB Industries Limited
IFCI.NS,Financial Services,Credit Services,IFCI Limited
IFGLEXPOR.NS,Basic Materials,Building Materials,IFGL Refractories Limited
IGARASHI.NS,Consumer Cyclical,Auto Parts,Igarashi Motors India Limited
IIFLCAPS.NS,Financial Services,Capital Markets,IIFL Capital Services Limited
IIFL.NS,Financial Services,Credit Services,IIFL Finance Limited
IKIO.NS,Technology,Electronic Components,IKIO Technologies Limited
IL&FSENGG.NS,Industrials,Engineering & Construction,IL&FS Engineering and Construction Company Limited
IVC.NS,Financial Services,Financial Conglomerates,IL&FS Investment Managers Limited
IL&FSTRANS.NS,Industrials,Infrastructure Operations,IL&FS Transportation Networks Limited
IMAGICAA.NS,Communication Services,Entertainment,Imagicaaworld Entertainment Limited
IMPAL.NS,Consumer Cyclical,Auto Parts,India Motor Parts & Accessories Limited
INDSWFTLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Ind-Swift Laboratories Limited
INDTERRAIN.NS,Consumer Cyclical,Apparel Manufacturing,Indian Terrain Fashions Limited
INDSWFTLTD.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Ind-Swift Limited
INDBANK.NS,Financial Services,Capital Markets,Indbank Merchant Banking Services Limited
INDGN.NS,Healthcare,Health Information Services,INDEGENE LIMITED
INDIAGLYCO.NS,Basic Materials,Chemicals,India Glycols Limited
INDNIPPON.NS,Consumer Cyclical,Auto Parts,India Nippon Electricals Limited
IPL.NS,Basic Materials,Agricultural Inputs,India Pesticides Limited
INDIASHLTR.NS,Financial Services,Mortgage Finance,India Shelter Finance Corporation Limited
ITDC.NS,Consumer Cyclical,Lodging,India Tourism Development Corporation Limited
IEL.NS,Industrials,Rental & Leasing Services,Indiabulls Enterprises Limited
INDIAMART.NS,Communication Services,Internet Content & Information,IndiaMART InterMESH Limited
INDIANB.NS,Financial Services,Banks - Regional,Indian Bank
INDIANCARD.NS,Consumer Cyclical,Textile Manufacturing,The Indian Card Clothing Company Limited
IEX.NS,Financial Services,Capital Markets,Indian Energy Exchange Limited
INDIANHUME.NS,Industrials,Engineering & Construction,The Indian Hume Pipe Company Limited
IMFA.NS,Basic Materials,Steel,Indian Metals and Ferro Alloys Limited
IOC.NS,Energy,Oil & Gas Refining & Marketing,Indian Oil Corporation Limited
IOB.NS,Financial Services,Banks - Regional,Indian Overseas Bank
IRCTC.NS,Industrials,Railroads,Indian Railway Catering & Tourism Corporation Limited
IRFC.NS,Financial Services,Credit Services,Indian Railway Finance Corporation Limited
IREDA.NS,Financial Services,Credit Services,Indian Renewable Energy Development Agency Limited
INDIGOPNTS.NS,Basic Materials,Specialty Chemicals,Indigo Paints Limited
INDOAMIN.NS,Basic Materials,Chemicals,Indo Amines Limited
INDOBORAX.NS,Basic Materials,Chemicals,Indo Borax & Chemicals Limited
ICIL.NS,Consumer Cyclical,Textile Manufacturing,Indo Count Industries Limited
INDOFARM.NS,Industrials,Farm & Heavy Construction Machinery,INDO FARM EQUIPMENT LTD
INDORAMA.NS,Consumer Cyclical,Textile Manufacturing,Indo Rama Synthetics (India) Limited
INDOTECH.NS,Industrials,Electrical Equipment & Parts,Indo Tech Transformers Limited
INDOTHAI.NS,Financial Services,Capital Markets,Indo Thai Securities Limited
INDOUS.NS,Basic Materials,Agricultural Inputs,Indo Us Bio-Tech Limited
NIPPOBATRY.NS,Industrials,Electrical Equipment & Parts,Indo National Limited
INDOCO.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Indoco Remedies Limited
INDOSTAR.NS,Financial Services,Credit Services,IndoStar Capital Finance Limited
INDOWIND.NS,Utilities,Utilities - Renewable,Indowind Energy Limited
IGL.NS,Utilities,Utilities - Regulated Gas,Indraprastha Gas Limited
INDRAMEDCO.NS,Healthcare,Medical Care Facilities,Indraprastha Medical Corporation Limited
INDUSTOWER.NS,Communication Services,Telecom Services,Indus Towers Limited
INDUSINDBK.NS,Financial Services,Banks - Regional,IndusInd Bank Limited
IITL.NS,Financial Services,Credit Services,Industrial Investment Trust Limited
INFIBEAM.NS,Technology,Software - Infrastructure,Infibeam Avenues Limited
NAUKRI.NS,Communication Services,Internet Content & Information,Info Edge (India) Limited
INFOBEAN.NS,Technology,Software - Application,InfoBeans Technologies Limited
INFOMEDIA.NS,Financial Services,Shell Companies,Infomedia Press Limited
INFY.NS,Technology,Information Technology Services,Infosys Limited
INGERRAND.NS,Industrials,Specialty Industrial Machinery,Ingersoll-Rand (India) Limited
INNOVACAP.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Innova Captab Limited
INNOVANA.NS,Technology,Software - Application,INNOVANA THINKLABS LTD
INOXGREEN.NS,Utilities,Utilities - Renewable,Inox Green Energy Services Limited
INOXINDIA.NS,Industrials,Specialty Industrial Machinery,INOX India Limited
IWEL.NS,Industrials,Specialty Industrial Machinery,Inox Wind Energy Limited
INOXWIND.NS,Industrials,Specialty Industrial Machinery,Inox Wind Limited
INSECTICID.NS,Basic Materials,Agricultural Inputs,Insecticides (India) Limited
INSPIRISYS.NS,Technology,Information Technology Services,Inspirisys Solutions Limited
ESSENTIA.NS,Consumer Defensive,Food Distribution,Integra Essentia Limited
INTELLECT.NS,Technology,Software - Application,Intellect Design Arena Limited
INTENTECH.NS,Technology,Software - Infrastructure,Intense Technologies Limited
INTERARCH.NS,Industrials,Engineering & Construction,Interarch Building Solutions Limited
INDIGO.NS,Industrials,Airlines,InterGlobe Aviation Limited
IGIL.NS,Basic Materials,Other Precious Metals & Mining,International Gemmological Institute (India) Limited
INTLCONV.NS,Industrials,Specialty Industrial Machinery,International Conveyors Limited
ISFT.NS,Consumer Cyclical,Internet Retail,IntraSoft Technologies Limited
INVENTURE.NS,Financial Services,Capital Markets,Inventure Growth & Securities Limited
IKS.NS,Healthcare,Health Information Services,INVENTURUS KNOWLEDGE SO L
IVZINNIFTY.NS,Unknown,Unknown,Invesco India Nifty 50 ETF
IOLCP.NS,Healthcare,Drug Manufacturers - Specialty & Generic,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG.NS,Industrials,Pollution & Treatment Controls,Ion Exchange (India) Limited
IPCALAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Ipca Laboratories Limited
IRB.NS,Industrials,Infrastructure Operations,IRB Infrastructure Developers Limited
IRCON.NS,Industrials,Engineering & Construction,Ircon International Limited
IRIS.NS,Technology,Software - Application,IRIS Business Services Limited
IRISDOREME.NS,Consumer Cyclical,Apparel Manufacturing,Iris Clothings Limited
IRMENERGY.NS,Utilities,Utilities - Regulated Gas,IRM Energy Limited
ISGEC.NS,Industrials,Specialty Industrial Machinery,Isgec Heavy Engineering Limited
ISHANCH.NS,Basic Materials,Chemicals,Ishan Dyes and Chemicals Limited
ITCHOTELS.NS,Consumer Cyclical,Resorts & Casinos,ITC HOTELS LIMITED
ITC.NS,Consumer Defensive,Tobacco,ITC Limited
ITDCEM.NS,Industrials,Engineering & Construction,ITD Cementation India Limited
ITI.NS,Technology,Communication Equipment,ITI Limited
IVP.NS,Basic Materials,Specialty Chemicals,IVP Limited
IZMO.NS,Technology,Software - Application,IZMO Limited
J&KBANK.NS,Financial Services,Banks - Regional,The Jammu and Kashmir Bank Limited
JBCHEPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,J. B. Chemicals & Pharmaceuticals Limited
JGCHEM.NS,Basic Materials,Other Industrial Metals & Mining,J.G.CHEMICALS LIMITED
JAGRAN.NS,Communication Services,Publishing,Jagran Prakashan Limited
JAGSNPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Jagsonpal Pharmaceuticals Limited
JAIBALAJI.NS,Basic Materials,Steel,Jai Balaji Industries Limited
JAICORPLTD.NS,Basic Materials,Specialty Chemicals,Jai Corp Limited
JISLDVREQS.NS,Industrials,Conglomerates,Jain Irrigation Systems Limited
JISLJALEQS.NS,Industrials,Conglomerates,Jain Irrigation Systems Limited
JPASSOCIAT.NS,Industrials,Conglomerates,Jaiprakash Associates Limited
JPPOWER.NS,Utilities,Utilities - Independent Power Producers,Jaiprakash Power Ventures Limited
JAMNAAUTO.NS,Consumer Cyclical,Auto Parts,Jamna Auto Industries Limited
JSFB.NS,Financial Services,Banks - Regional,Jana Small Finance Bank Limited
JASH.NS,Industrials,Specialty Industrial Machinery,Jash Engineering Limited
JAYBARMARU.NS,Consumer Cyclical,Auto Parts,Jay Bharat Maruti Limited
JAYAGROGN.NS,Basic Materials,Specialty Chemicals,Jayant Agro-Organics Limited
JAYNECOIND.NS,Basic Materials,Steel,Jayaswal Neco Industries Limited
JAYSREETEA.NS,Consumer Defensive,Farm Products,Jay Shree Tea & Industries Limited
JBMA.NS,Consumer Cyclical,Auto Parts,JBM Auto Limited
JETFREIGHT.NS,Industrials,Integrated Freight & Logistics,Jet Freight Logistics Limited
JHS.NS,Consumer Defensive,Household & Personal Products,JHS Svendgaard Laboratories Limited
RETAIL.NS,Consumer Defensive,Grocery Stores,JHS Svendgaard Retail Ventures Limited
JPOLYINVST.NS,Financial Services,Asset Management,Jindal Poly Investment and Finance Company Limited
JINDRILL.NS,Energy,Oil & Gas Equipment & Services,Jindal Drilling & Industries Limited
JINDALPOLY.NS,Consumer Cyclical,Packaging & Containers,Jindal Poly Films Limited
JINDALSAW.NS,Basic Materials,Steel,Jindal Saw Limited
JSL.NS,Basic Materials,Steel,Jindal Stainless Limited
JINDALSTEL.NS,Basic Materials,Steel,Jindal Steel & Power Limited
JINDWORLD.NS,Consumer Cyclical,Textile Manufacturing,Jindal Worldwide Limited
JIOFIN.NS,Financial Services,Asset Management,Jio Financial Services Limited
JITFINFRA.NS,Industrials,Engineering & Construction,JITF Infralogistics Limited
JKCEMENT.NS,Basic Materials,Building Materials,J.K. Cement Limited
JKLAKSHMI.NS,Basic Materials,Building Materials,JK Lakshmi Cement Limited
JKPAPER.NS,Basic Materials,Paper & Paper Products,JK Paper Limited
JKTYRE.NS,Consumer Cyclical,Auto Parts,JK Tyre & Industries Limited
JKIL.NS,Industrials,Engineering & Construction,J. Kumar Infraprojects Limited
JMFINANCIL.NS,Financial Services,Capital Markets,JM Financial Limited
JNKINDIA.NS,Industrials,Specialty Industrial Machinery,JNK India Limited
JOCIL.NS,Basic Materials,Specialty Chemicals,Jocil Limited
JCHAC.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Johnson Controls-Hitachi Air Conditioning India Limited
JSWENERGY.NS,Utilities,Utilities - Independent Power Producers,JSW Energy Limited
JSWHL.NS,Industrials,Conglomerates,JSW Holdings Limited
JSWINFRA.NS,Industrials,Marine Shipping,JSW Infrastructure Limited
JSWSTEEL.NS,Basic Materials,Steel,JSW Steel Limited
JTEKTINDIA.NS,Consumer Cyclical,Auto Parts,JTEKT India Limited
JTLIND.NS,Basic Materials,Steel,JTL Industries Limited
JUBLCPL.NS,Basic Materials,Specialty Chemicals,Jubilant Agri and Consumer Products Limited
JUBLFOOD.NS,Consumer Cyclical,Restaurants,Jubilant FoodWorks Limited
JUBLINGREA.NS,Basic Materials,Specialty Chemicals,Jubilant Ingrevia Limited
JUBLPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Jubilant Pharmova Limited
JMA.NS,Consumer Cyclical,Auto Parts,Jullundur Motor Agency (Delhi) Limited
JUNIPER.NS,Consumer Cyclical,Lodging,Juniper Hotels Limited
JLHL.NS,Healthcare,Medical Care Facilities,Jupiter Life Line Hospitals Limited
JWL.NS,Industrials,Railroads,Jupiter Wagons Limited
JUSTDIAL.NS,Communication Services,Internet Content & Information,Just Dial Limited
JYOTHYLAB.NS,Consumer Defensive,Household & Personal Products,Jyothy Labs Limited
JYOTICNC.NS,Industrials,Specialty Industrial Machinery,Jyoti CNC Automation Limited
JYOTISTRUC.NS,Industrials,Specialty Industrial Machinery,Jyoti Structures Limited
KMSUGAR.NS,Consumer Defensive,Confectioners,K.M. Sugar Mills Limited
KPEL.NS,Industrials,Engineering & Construction,K.P. Energy Limited
KAJARIACER.NS,Industrials,Building Products & Equipment,Kajaria Ceramics Limited
KAKATCEM.NS,Basic Materials,Building Materials,Kakatiya Cement Sugar and Industries Limited
KPIL.NS,Industrials,Engineering & Construction,Kalpataru Projects International Limited
KALYANKJIL.NS,Consumer Cyclical,Luxury Goods,Kalyan Jewellers India Limited
KALYANIFRG.NS,Consumer Cyclical,Auto Parts,Kalyani Forge Limited
KICL.NS,Financial Services,Asset Management,Kalyani Investment Company Limited
KSL.NS,Basic Materials,Steel,Kalyani Steels Limited
KAMATHOTEL.NS,Consumer Cyclical,Lodging,Kamat Hotels (India) Limited
KAMDHENU.NS,Basic Materials,Steel,Kamdhenu Limited
KAMOPAINTS.NS,Basic Materials,Steel,Kamdhenu Ventures Limited
KANANIIND.NS,Consumer Cyclical,Luxury Goods,Kanani Industries Limited
KANORICHEM.NS,Basic Materials,Chemicals,Kanoria Chemicals & Industries Limited
KANPRPLA.NS,Consumer Cyclical,Packaging & Containers,Kanpur Plastipack Limited
KANSAINER.NS,Basic Materials,Specialty Chemicals,Kansai Nerolac Paints Limited
KAPSTON.NS,Industrials,Specialty Business Services,Kapston Services Limited
KARMAENG.NS,Utilities,Utilities - Renewable,Karma Energy Limited
KTKBANK.NS,Financial Services,Banks - Regional,The Karnataka Bank Limited
KARURVYSYA.NS,Financial Services,Banks - Regional,The Karur Vysya Bank Limited
KAUSHALYA.NS,Industrials,Engineering & Construction,Kaushalya Infrastructure Development Corporation Limited
KSCL.NS,Basic Materials,Agricultural Inputs,Kaveri Seed Company Limited
KAYNES.NS,Industrials,Specialty Industrial Machinery,Kaynes Technology India Limited
KBCGLOBAL.NS,Real Estate,Real Estate - Development,KBC Global Limited
KCP.NS,Basic Materials,Building Materials,The KCP Limited
KCPSUGIND.NS,Consumer Defensive,Confectioners,K.C.P. Sugar and Industries Corporation Limited
KDDL.NS,Consumer Cyclical,Luxury Goods,KDDL Limited
KEC.NS,Industrials,Engineering & Construction,KEC International Limited
KEI.NS,Industrials,Electrical Equipment & Parts,KEI Industries Limited
KELLTONTEC.NS,Technology,Software - Application,Kellton Tech Solutions Limited
KERNEX.NS,Technology,Software - Application,Kernex Microsystems (India) Limited
KKCL.NS,Consumer Cyclical,Apparel Manufacturing,Kewal Kiran Clothing Limited
KEYFINSERV.NS,Financial Services,Capital Markets,Keynote Financial Services Limited
RUSTOMJEE.NS,Real Estate,Real Estate - Development,Keystone Realtors Limited
KFINTECH.NS,Technology,Software - Application,KFin Technologies Limited
KHADIM.NS,Consumer Cyclical,Footwear & Accessories,Khadim India Limited
KHANDSE.NS,Financial Services,Capital Markets,Khandwala Securities Limited
KILITCH.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Kilitch Drugs (India) Limited
KINGFA.NS,Basic Materials,Specialty Chemicals,Kingfa Science & Technology (India) Limited
KIOCL.NS,Basic Materials,Steel,KIOCL Limited
KIRIINDUS.NS,Basic Materials,Specialty Chemicals,Kiri Industries Limited
KIRLOSBROS.NS,Industrials,Specialty Industrial Machinery,Kirloskar Brothers Limited
KECL.NS,Industrials,Specialty Industrial Machinery,Kirloskar Electric Company Limited
KIRLOSIND.NS,Industrials,Metal Fabrication,Kirloskar Industries Limited
KIRLOSENG.NS,Industrials,Specialty Industrial Machinery,Kirloskar Oil Engines Limited
KIRLPNU.NS,Industrials,Specialty Industrial Machinery,Kirloskar Pneumatic Company Limited
KITEX.NS,Consumer Cyclical,Apparel Manufacturing,Kitex Garments Limited
KMEW.NS,Industrials,Marine Shipping,Knowledge Marine & Engineering Works Limited
KNRCON.NS,Industrials,Engineering & Construction,KNR Constructions Limited
KOHINOOR.NS,Consumer Defensive,Packaged Foods,Kohinoor Foods Limited
KOKUYOCMLN.NS,Industrials,Business Equipment & Supplies,Kokuyo Camlin Limited
KOLTEPATIL.NS,Real Estate,Real Estate - Development,Kolte-Patil Developers Limited
KOPRAN.NS,Healthcare,Drug Manufacturers - General,Kopran Limited
GOLD1.NS,Unknown,Unknown,KOTAK GOLD ETF
KOTAKBANK.NS,Financial Services,Banks - Regional,Kotak Mahindra Bank Limited
NIFTY1.NS,Unknown,Unknown,Kotak Nifty 50 ETF
PSUBANK.NS,Unknown,Unknown,Kotak Nifty PSU Bank ETF
ALPHA.NS,Unknown,Unknown,Kotak Nifty Alpha 50 ETF
CONS.NS,Unknown,Unknown,Kotak NIFTY India Consumption ETF
IT.NS,Unknown,Unknown,Kotak Nifty IT ETF
