Symbol,Sector,Industry,Company_Name
SHIVAMILLS.NS,Consumer Cyclical,Textile Manufacturing,Shiva Mills Limited
SHIVATEX.NS,Consumer Cyclical,Textile Manufacturing,Shiva Texyarn Limited
SBCL.NS,Industrials,Metal Fabrication,Shivalik Bimetal Controls Limited
SHIVALIK.NS,Basic Materials,Agricultural Inputs,Shivalik Rasayan Limited
SHIVAMAUTO.NS,Consumer Cyclical,Auto Parts,Shivam Autotech Limited
SHOPERSTOP.NS,Consumer Cyclical,Department Stores,Shoppers Stop Limited
SHRADHA.NS,Real Estate,Real Estate - Development,Shradha Infraprojects Limited
SHREEPUSHK.NS,Basic Materials,Specialty Chemicals,Shree Pushkar Chemicals & Fertilisers Limited
SHREECEM.NS,Basic Materials,Building Materials,Shree Cement Limited
SHREDIGCEM.NS,Basic Materials,Building Materials,Shree Digvijay Cement Company Limited
SHREERAMA.NS,Consumer Cyclical,Packaging & Containers,Shree Rama Multi-Tech Limited
RAMANEWS.NS,Consumer Defensive,Beverages - Non-Alcoholic,Shree Rama Newsprint Limited
RENUKA.NS,Consumer Defensive,Confectioners,Shree Renuka Sugars Limited
BALAJEE.NS,Consumer Cyclical,Packaging & Containers,SHREE TIRUPATI BALAJEE L
SVLL.NS,Industrials,Trucking,Shree Vasu Logistics Limited
OSWALSEEDS.NS,Basic Materials,Agricultural Inputs,ShreeOswal Seeds and Chemicals Limited
SHRENIK.NS,Basic Materials,Paper & Paper Products,Shrenik Limited
SHREYANIND.NS,Basic Materials,Paper & Paper Products,Shreyans Industries Limited
LIQUIDSHRI.NS,Unknown,Unknown,Shriram Nifty 1D Rate Liquid ETF
SHRIRAMFIN.NS,Financial Services,Credit Services,Shriram Finance Limited
SHRIPISTON.NS,Consumer Cyclical,Auto Parts,Shriram Pistons & Rings Limited
SHRIRAMPPS.NS,Real Estate,Real Estate - Development,Shriram Properties Limited
SHYAMCENT.NS,Basic Materials,Steel,Shyam Century Ferrous Limited
SHYAMMETL.NS,Basic Materials,Steel,Shyam Metalics and Energy Limited
SHYAMTEL.NS,Technology,Communication Equipment,Shyam Telecom Limited
SIEMENS.NS,Industrials,Specialty Industrial Machinery,Siemens Limited
SIGACHI.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Sigachi Industries Limited
SIGMA.NS,Technology,Information Technology Services,Sigma Solve Limited
SIGNATURE.NS,Real Estate,Real Estate - Development,Signatureglobal (India) Limited
SIGIND.NS,Industrials,Conglomerates,Signet Industries Limited
SIGNPOST.NS,Communication Services,Advertising Agencies,Signpost India Limited
SIKKO.NS,Basic Materials,Agricultural Inputs,Sikko Industries Limited
SILINV.NS,Financial Services,Asset Management,SIL Investments Limited
SILGO.NS,Consumer Cyclical,Luxury Goods,Silgo Retail Limited
SILLYMONKS.NS,Communication Services,Entertainment,Silly Monks Entertainment Limited
SILVERTUC.NS,Technology,Information Technology Services,Silver Touch Technologies Limited
SIMBHALS.NS,Consumer Defensive,Confectioners,Simbhaoli Sugars Limited
SIMPLEXINF.NS,Industrials,Engineering & Construction,Simplex Infrastructures Limited
SINCLAIR.NS,Consumer Cyclical,Lodging,Sinclairs Hotels Limited
SINDHUTRAD.NS,Industrials,Conglomerates,Sindhu Trade Links Limited
SINTERCOM.NS,Consumer Cyclical,Auto Parts,Sintercom India Limited
SIRCA.NS,Basic Materials,Specialty Chemicals,Sirca Paints India Limited
SIS.NS,Industrials,Security & Protection Services,SIS Limited
SITINET.NS,Communication Services,Entertainment,SITI Networks Limited
SIYSIL.NS,Consumer Cyclical,Textile Manufacturing,Siyaram Silk Mills Limited
SJS.NS,Consumer Cyclical,Auto Parts,S.J.S. Enterprises Limited
SJVN.NS,Utilities,Utilities - Renewable,SJVN Limited
SKFINDIA.NS,Industrials,Tools & Accessories,SKF India Limited
SKIL.NS,Industrials,Engineering & Construction,SKIL Infrastructure Limited
SKIPPER.NS,Industrials,Engineering & Construction,Skipper Limited
SKMEGGPROD.NS,Consumer Defensive,Packaged Foods,SKM Egg Products Export (India) Limited
SKYGOLD.NS,Consumer Cyclical,Luxury Goods,Sky Gold and Diamonds Limited
SMARTLINK.NS,Technology,Communication Equipment,Smartlink Holdings Limited
SMCGLOBAL.NS,Financial Services,Capital Markets,SMC Global Securities Limited
SMLISUZU.NS,Consumer Cyclical,Auto Manufacturers,SML Isuzu Limited
SMSLIFE.NS,Healthcare,Biotechnology,SMS Lifesciences India Limited
SMSPHARMA.NS,Healthcare,Drug Manufacturers - General,SMS Pharmaceuticals Limited
SNOWMAN.NS,Industrials,Integrated Freight & Logistics,Snowman Logistics Limited
SOBHA.NS,Real Estate,Real Estate - Development,Sobha Limited
SOFTTECH.NS,Technology,Software - Application,SoftTech Engineers Limited
SOLARINDS.NS,Basic Materials,Specialty Chemicals,Solar Industries India Limited
SOLARA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Solara Active Pharma Sciences Limited
SDBL.NS,Consumer Defensive,Beverages - Brewers,Som Distilleries & Breweries Limited
SOMATEX.NS,Consumer Cyclical,Textile Manufacturing,Soma Textiles & Industries Limited
SOMANYCERA.NS,Industrials,Building Products & Equipment,Somany Ceramics Limited
SOMICONVEY.NS,Industrials,Specialty Industrial Machinery,Somi Conveyor Beltings Limited
SONACOMS.NS,Consumer Cyclical,Auto Parts,Sona BLW Precision Forgings Limited
SONAMLTD.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Sonam Limited
SONATSOFTW.NS,Technology,Information Technology Services,Sonata Software Limited
SOUTHWEST.NS,Energy,Oil & Gas Equipment & Services,South West Pinnacle Exploration Limited
SPCENET.NS,Financial Services,Capital Markets,Spacenet Enterprises India Limited
SPANDANA.NS,Financial Services,Credit Services,Spandana Sphoorty Financial Limited
SPECIALITY.NS,Consumer Cyclical,Restaurants,Speciality Restaurants Limited
SPECTRUM.NS,Industrials,Electrical Equipment & Parts,SPECTRUM ELECTRIC IND LTD
SPENCERS.NS,Consumer Cyclical,Department Stores,Spencer's Retail Limited
SPIC.NS,Basic Materials,Agricultural Inputs,Southern Petrochemical Industries Corporation Limited
SPMLINFRA.NS,Industrials,Engineering & Construction,SPML Infra Limited
SPORTKING.NS,Consumer Cyclical,Textile Manufacturing,Sportking India Limited
SRHHYPOLTD.NS,Basic Materials,Chemicals,Sree Rayalaseema Hi-Strength Hypo Limited
SREEL.NS,Consumer Cyclical,Footwear & Accessories,Sreeleathers Limited
SRF.NS,Industrials,Conglomerates,SRF Limited
SRGHFL.NS,Financial Services,Mortgage Finance,SRG Housing Finance Limited
HAVISHA.NS,Consumer Cyclical,Lodging,Sri Havisha Hospitality and Infrastructure Limited
SRM.NS,Industrials,Engineering & Construction,SRM CONTRACTORS LIMITED
STALLION.NS,Basic Materials,Specialty Chemicals,STALLION IND FLUOROCHEM L
SGLTL.NS,Industrials,Specialty Industrial Machinery,STANDARD GLASS LIN TECH L
SIL.NS,Consumer Cyclical,Textile Manufacturing,Standard Industries Limited
STANLEY.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",STANLEY LIFESTYLES LTD
STARCEMENT.NS,Basic Materials,Building Materials,Star Cement Limited
STARHEALTH.NS,Financial Services,Insurance - Diversified,Star Health and Allied Insurance Company Limited
STARPAPER.NS,Basic Materials,Paper & Paper Products,Star Paper Mills Limited
STARTECK.NS,Financial Services,Credit Services,Starteck Finance Limited
SBIN.NS,Financial Services,Banks - Regional,State Bank of India
SAIL.NS,Basic Materials,Steel,Steel Authority of India Limited
STEELCITY.NS,Financial Services,Capital Markets,Steel City Securities Limited
STEELXIND.NS,Basic Materials,Steel,Steel Exchange India Limited
SSWL.NS,Consumer Cyclical,Auto Parts,Steel Strips Wheels Limited
STEELCAS.NS,Basic Materials,Steel,Steelcast Limited
STEL.NS,Financial Services,Asset Management,STEL Holdings Limited
STERTOOLS.NS,Industrials,Tools & Accessories,Sterling Tools Limited
STLTECH.NS,Technology,Communication Equipment,Sterlite Technologies Limited
SGL.NS,Consumer Cyclical,Textile Manufacturing,STL Global Limited
STOVEKRAFT.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Stove Kraft Limited
STAR.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Strides Pharma Science Limited
SWSOLAR.NS,Technology,Solar,Sterling and Wilson Renewable Energy Limited
STYLAMIND.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Stylam Industries Limited
STYRENIX.NS,Basic Materials,Chemicals,Styrenix Performance Materials Limited
SUBEXLTD.NS,Technology,Software - Application,Subex Limited
SUBROS.NS,Consumer Cyclical,Auto Parts,Subros Limited
SUDARSCHEM.NS,Basic Materials,Specialty Chemicals,Sudarshan Chemical Industries Limited
SUKHJITS.NS,Basic Materials,Specialty Chemicals,The Sukhjit Starch & Chemicals Limited
SULA.NS,Consumer Defensive,Beverages - Wineries & Distilleries,Sula Vineyards Limited
SUMIT.NS,Real Estate,Real Estate - Development,Sumit Woods Limited
SUMICHEM.NS,Basic Materials,Agricultural Inputs,Sumitomo Chemical India Limited
SUMMITSEC.NS,Financial Services,Capital Markets,Summit Securities Limited
SPARC.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Sun Pharma Advanced Research Company Limited
SUNPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Sun Pharmaceutical Industries Limited
SUNTV.NS,Communication Services,Broadcasting,Sun TV Network Limited
SUNDRMBRAK.NS,Consumer Cyclical,Auto Parts,Sundaram Brake Linings Limited
SUNCLAY.NS,Industrials,Metal Fabrication,Sundaram-Clayton Limited
SUNDARMHLD.NS,Financial Services,Asset Management,Sundaram Finance Holdings Limited
SUNDARMFIN.NS,Financial Services,Credit Services,Sundaram Finance Limited
SUNDARAM.NS,Basic Materials,Paper & Paper Products,Sundaram Multi Pap Limited
SUNDRMFAST.NS,Consumer Cyclical,Auto Parts,Sundram Fasteners Limited
SUNDROP.NS,Consumer Defensive,Packaged Foods,Sundrop Brands Limited
SUNFLAG.NS,Basic Materials,Steel,Sunflag Iron and Steel Company Limited
SUNTECK.NS,Real Estate,Real Estate - Development,Sunteck Realty Limited
SUPERSPIN.NS,Consumer Cyclical,Textile Manufacturing,Super Spinning Mills Limited
SUPERHOUSE.NS,Consumer Cyclical,Footwear & Accessories,Superhouse Limited
SUPRAJIT.NS,Consumer Cyclical,Auto Parts,Suprajit Engineering Limited
SUPREMEENG.NS,Basic Materials,Steel,Supreme Engineering Limited
SUPREME.NS,Real Estate,Real Estate - Development,Supreme Holdings & Hospitality (India) Limited
SUPREMEIND.NS,Industrials,Building Products & Equipment,The Supreme Industries Limited
SUPREMEINF.NS,Industrials,Engineering & Construction,Supreme Infrastructure India Limited
SPLPETRO.NS,Basic Materials,Specialty Chemicals,Supreme Petrochem Limited
SUPRIYA.NS,Healthcare,Biotechnology,Supriya Lifescience Limited
SURAJEST.NS,Real Estate,Real Estate - Development,SURAJ ESTATE DEVELOPERS L
SURAJLTD.NS,Basic Materials,Steel,Suraj Limited
SURAKSHA.NS,Healthcare,Diagnostics & Research,SURAKSHA DIAGNOSTIC LTD
SURANASOL.NS,Technology,Solar,Surana Solar Limited
SURANAT&P.NS,Utilities,Utilities - Independent Power Producers,Surana Telecom and Power Limited
SURYAROSNI.NS,Basic Materials,Steel,Surya Roshni Limited
SURYALAXMI.NS,Consumer Cyclical,Textile Manufacturing,Suryalakshmi Cotton Mills Limited
SURYODAY.NS,Financial Services,Banks - Regional,Suryoday Small Finance Bank Limited
SUTLEJTEX.NS,Consumer Cyclical,Textile Manufacturing,Sutlej Textiles and Industries Limited
SUVEN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Suven Life Sciences Limited
SUVIDHAA.NS,Technology,Information Technology Services,Suvidhaa Infoserve Limited
SUZLON.NS,Industrials,Specialty Industrial Machinery,Suzlon Energy Limited
SVPGLOB.NS,Consumer Cyclical,Textile Manufacturing,SVP Global Textiles Limited
SWANENERGY.NS,Industrials,Conglomerates,Swan Energy Limited
SWARAJENG.NS,Consumer Cyclical,Auto Parts,Swaraj Engines Limited
SWELECTES.NS,Technology,Solar,Swelect Energy Systems Limited
SWIGGY.NS,Consumer Cyclical,Internet Retail,SWIGGY LIMITED
SYMPHONY.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Symphony Limited
SYNCOMF.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Syncom Formulations (India) Limited
SGIL.NS,Industrials,Metal Fabrication,Synergy Green Industries Limited
SYNGENE.NS,Healthcare,Diagnostics & Research,Syngene International Limited
SYRMA.NS,Technology,Electronic Components,Syrma SGS Technology Limited
TTL.NS,Consumer Cyclical,Textile Manufacturing,T.T. Limited
